Date,Store,Bike Type,Sales,Profit
08/01/2022,Westminster,Road,106.05,49.8435
08/01/2022,Shoreditch,Road,1565.88,407.1288
08/01/2022,Richmond,Gravel,108.784,10.8784
09/01/2022,Wimbledon,Road,349.95,118.983
09/01/2022,Fulham,Road,15.168,3.792
09/01/2022,Richmond,Road,377.928,141.723
10/01/2022,Wimbledon,Road,69.98,13.2962
10/01/2022,Fulham,Gravel,24.85,7.7035
10/01/2022,Fulham,Road,79.92,34.3656
11/01/2022,Fulham,Mountain,54.992,8.9362
11/01/2022,Brixton,Mountain,78.864,26.0196
11/01/2022,Richmond,Mountain,15.588,-9.8724
14/01/2022,Fulham,Gravel,315.776,31.5776
14/01/2022,Brixton,Gravel,89.568,32.4684
15/01/2022,Wimbledon,Mountain,254.97,91.7892
15/01/2022,Chelsea,Mountain,4.66,1.3514
15/01/2022,Westminster,Gravel,49.536,17.3376
15/01/2022,Soho,Gravel,16.52,7.5992
15/01/2022,Soho,Mountain,52.34,24.5998
15/01/2022,Brixton,Gravel,60.12,28.8576
15/01/2022,Brixton,Mountain,81.98,40.1702
15/01/2022,Tottenham,Gravel,181.797,-15.5826
16/01/2022,Wimbledon,Gravel,90.57,11.7741
16/01/2022,Westminster,Gravel,11.648,4.2224
17/01/2022,Wimbledon,Road,316,31.6
17/01/2022,Wimbledon,Mountain,401.96,80.1502
17/01/2022,Chelsea,Road,6.68,2
17/01/2022,Fulham,Mountain,322.59,64.518
21/01/2022,Notting Hill,Gravel,1167.056,70.2528
21/01/2022,Fulham,Road,65.18,27.43
21/01/2022,Brixton,Road,6.48,3.11
21/01/2022,Richmond,Road,209.5,58.66
22/01/2022,Wimbledon,Mountain,55.176,15.8631
22/01/2022,Dulwich,Gravel,64.864,6.4864
22/01/2022,Westminster,Gravel,26.336,9.2176
22/01/2022,Shoreditch,Gravel,451.136,-67.6704
22/01/2022,Mayfair,Gravel,7.56,0.3024
22/01/2022,Fulham,Gravel,14.272,4.2816
22/01/2022,Fulham,Road,109.9,37.366
22/01/2022,Whitechapel,Gravel,65.05,31.699
22/01/2022,Brixton,Gravel,12.96,6.2208
22/01/2022,Richmond,Mountain,110.376,-20.2356
23/01/2022,Wimbledon,Road,99.98,42.9914
23/01/2022,Chelsea,Road,8.04,2.7336
23/01/2022,Fulham,Gravel,59.99,21.5964
23/01/2022,Peckham,Road,1564.29,406.7154
24/01/2022,Westminster,Road,31.36,15.68
25/01/2022,Chelsea,Road,9.21,2.3025
25/01/2022,Westminster,Road,43.12,15.092
25/01/2022,Fulham,Road,45.98,7.8166
25/01/2022,Brixton,Road,18,8.28
25/01/2022,Peckham,Road,428.68,0
25/01/2022,Tottenham,Road,313.722,-99.3453
28/01/2022,Chelsea,Road,39.68,10.3168
30/01/2022,Westminster,Gravel,69.968,20.9874
30/01/2022,Shoreditch,Gravel,48.58,7.7728
30/01/2022,Notting Hill,Gravel,435.168,-59.8356
30/01/2022,Whitechapel,Gravel,26.01,12.2247
30/01/2022,Brixton,Road,156.512,52.8228
30/01/2022,Richmond,Gravel,1439.968,143.9968
30/01/2022,Peckham,Gravel,305.01,76.2525
30/01/2022,Tottenham,Gravel,626.1,-538.446
31/01/2022,Westminster,Mountain,1270.99,635.495
31/01/2022,Soho,Road,23.36,11.68
31/01/2022,Soho,Mountain,125.36,58.9192
31/01/2022,Brixton,Gravel,15.552,5.4432
31/01/2022,Brixton,Mountain,56.7,27.783
31/01/2022,Richmond,Mountain,109.592,8.2194
01/02/2022,Brixton,Road,105.52,48.5392
01/02/2022,Peckham,Road,56.45,14.677
02/02/2022,Westminster,Gravel,36.4,18.2
02/02/2022,Fulham,Gravel,18.69,7.1022
02/02/2022,Fulham,Road,73.784,-77.4732
02/02/2022,Stratford,Gravel,8749.95,2799.984
02/02/2022,Peckham,Gravel,117.96,5.898
03/02/2022,Notting Hill,Gravel,866.4,225.264
04/02/2022,Fulham,Gravel,14.368,3.9512
04/02/2022,Richmond,Gravel,90.48,23.5248
04/02/2022,Peckham,Road,93.02,3.7208
05/02/2022,Shoreditch,Mountain,239.98,52.7956
05/02/2022,Soho,Mountain,167.96,78.9412
05/02/2022,Mayfair,Mountain,9.45,0.189
05/02/2022,Fulham,Mountain,18.84,7.1592
05/02/2022,Whitechapel,Gravel,14.73,7.2177
05/02/2022,Brixton,Mountain,814.18,392.1008
05/02/2022,Richmond,Gravel,159.968,-31.9936
05/02/2022,Richmond,Mountain,589.68,154.3653
05/02/2022,Peckham,Gravel,186.54,50.3658
05/02/2022,Peckham,Mountain,235.42,3.164
05/02/2022,Tottenham,Gravel,557.728,6.9716
06/02/2022,Fulham,Road,132.224,-18.1808
07/02/2022,Wimbledon,Gravel,100,21
07/02/2022,Whitechapel,Gravel,7.83,3.6018
07/02/2022,Brixton,Gravel,30.352,10.6232
07/02/2022,Richmond,Road,623.96,38.9975
08/02/2022,Notting Hill,Road,241.5,0
08/02/2022,Richmond,Mountain,1127.976,126.8973
09/02/2022,Wimbledon,Road,121.83,50.7378
11/02/2022,Richmond,Road,69.93,0.6993
12/02/2022,Westminster,Gravel,15.92,7.4824
12/02/2022,Peckham,Gravel,1350.12,175.5156
13/02/2022,Brixton,Mountain,146.82,73.41
14/02/2022,Chelsea,Gravel,272.16,70.7616
14/02/2022,Fulham,Gravel,10.56,4.6464
14/02/2022,Brixton,Gravel,4.77,2.1465
14/02/2022,Tottenham,Gravel,550.431,-47.1798
15/02/2022,Westminster,Gravel,398.352,124.485
15/02/2022,Mayfair,Gravel,8.72,3.5752
16/02/2022,Wimbledon,Gravel,89.97,39.5868
16/02/2022,Dulwich,Road,92.064,-225.5568
16/02/2022,Westminster,Gravel,5.8,2.61
16/02/2022,Notting Hill,Gravel,554.606,76.397
16/02/2022,Notting Hill,Road,62.958,-2.6982
16/02/2022,Mayfair,Road,6.976,1.8312
16/02/2022,Fulham,Gravel,318.08,34.9888
16/02/2022,Brixton,Road,5.184,1.8144
19/02/2022,Fulham,Gravel,44.46,14.6718
19/02/2022,Whitechapel,Road,8.67,4.0749
19/02/2022,Brixton,Gravel,70.88,33.3136
19/02/2022,Peckham,Gravel,242.94,9.7176
19/02/2022,Croydon,Road,25.71,6.6846
20/02/2022,Brixton,Gravel,16.496,5.5674
21/02/2022,Wimbledon,Road,12.99,0.7794
21/02/2022,Westminster,Road,49.808,17.4328
21/02/2022,Westminster,Mountain,38.622,-29.4848
21/02/2022,Fulham,Road,204.75,95.501
21/02/2022,Richmond,Road,39.98,1.999
21/02/2022,Peckham,Road,745.52,89.0029
21/02/2022,Peckham,Mountain,432.456,32.4342
22/02/2022,Wimbledon,Gravel,36.24,15.2208
22/02/2022,Dulwich,Mountain,490.32,137.2896
22/02/2022,Mayfair,Gravel,10.65,5.0055
22/02/2022,Richmond,Gravel,445.96,55.745
23/02/2022,Soho,Road,57.576,21.591
25/02/2022,Soho,Gravel,46.72,17.52
27/02/2022,Dulwich,Gravel,170.88,49.5552
27/02/2022,Westminster,Gravel,56.82,28.41
27/02/2022,Fulham,Gravel,16.192,-6.8816
28/02/2022,Chelsea,Gravel,111.104,8.3328
28/02/2022,Mayfair,Road,36.48,18.24
01/03/2022,Stratford,Gravel,4899.93,2400.9657
01/03/2022,Brixton,Gravel,26.38,12.1348
01/03/2022,Richmond,Road,159.984,13.9986
01/03/2022,Peckham,Gravel,362.92,105.2468
01/03/2022,Tottenham,Gravel,836.592,-264.9208
03/03/2022,Wimbledon,Gravel,41.72,5.7365
03/03/2022,Westminster,Gravel,447.86,219.4514
03/03/2022,Notting Hill,Road,563.43,-56.343
03/03/2022,Soho,Gravel,36.6,11.895
03/03/2022,Mayfair,Gravel,2.304,0.7776
03/03/2022,Fulham,Road,35.28,11.9952
03/03/2022,Stratford,Gravel,287.91,33.5895
03/03/2022,Brixton,Gravel,166.44,79.8912
03/03/2022,Brixton,Road,42.784,15.5092
03/03/2022,Richmond,Gravel,1046.776,199.7427
03/03/2022,Croydon,Gravel,3930.072,-786.0144
03/03/2022,Croydon,Road,25.35,7.605
03/03/2022,Tottenham,Gravel,637.896,-127.5792
04/03/2022,Wimbledon,Road,159.98,57.5928
04/03/2022,Chelsea,Mountain,16.99,4.9271
04/03/2022,Westminster,Gravel,128.4,64.2
04/03/2022,Whitechapel,Road,10.08,3.528
05/03/2022,Soho,Road,149.352,50.4063
05/03/2022,Peckham,Road,12.992,-0.812
06/03/2022,Dulwich,Gravel,2.334,-6.3018
06/03/2022,Westminster,Gravel,1.728,-2.7648
06/03/2022,Westminster,Mountain,2.043,-1.4982
06/03/2022,Fulham,Gravel,159.04,-194.824
06/03/2022,Richmond,Mountain,500.178,-84.5003
06/03/2022,Tottenham,Gravel,145.98,-99.2664
07/03/2022,Richmond,Road,21.072,1.5804
08/03/2022,Wimbledon,Mountain,27.96,8.388
08/03/2022,Dulwich,Road,207.144,48.3336
08/03/2022,Chelsea,Road,13.9,3.753
08/03/2022,Westminster,Gravel,79.158,15.4584
08/03/2022,Westminster,Mountain,8.856,-14.1696
08/03/2022,Soho,Mountain,146.352,49.3938
08/03/2022,Mayfair,Gravel,5.984,-1.3464
08/03/2022,Fulham,Gravel,215.96,40.4655
08/03/2022,Brixton,Gravel,12.96,6.3504
08/03/2022,Richmond,Gravel,1472.536,59.9131
09/03/2022,Wimbledon,Mountain,199.75,87.89
09/03/2022,Westminster,Gravel,51.8,23.31
09/03/2022,Notting Hill,Gravel,354.9,88.725
09/03/2022,Brixton,Gravel,17.94,8.7906
09/03/2022,Peckham,Gravel,11.21,3.363
10/03/2022,Wimbledon,Gravel,39.992,7.4985
10/03/2022,Wimbledon,Mountain,26.85,5.1015
10/03/2022,Shoreditch,Gravel,176.784,-22.098
10/03/2022,Stratford,Mountain,3357.6,377.73
10/03/2022,Brixton,Mountain,14.9,7.152
10/03/2022,Richmond,Mountain,4158.912,363.9048
10/03/2022,Peckham,Road,104.696,6.5435
11/03/2022,Wimbledon,Road,45.98,19.7714
11/03/2022,Westminster,Road,17.46,8.2062
11/03/2022,Fulham,Mountain,107.256,41.0172
11/03/2022,Peckham,Mountain,481.32,125.1432
11/03/2022,Tottenham,Gravel,244.006,-31.3722
12/03/2022,Dulwich,Road,154.9,40.274
12/03/2022,Notting Hill,Road,770.352,77.0352
12/03/2022,Soho,Gravel,29.34,13.4964
12/03/2022,Soho,Road,30.56,14.9744
12/03/2022,Brixton,Gravel,19.98,8.991
12/03/2022,Brixton,Road,12.96,6.2208
12/03/2022,Peckham,Road,676.55,6.7655
13/03/2022,Wimbledon,Road,379.96,47.495
13/03/2022,Dulwich,Mountain,318.24,62.6556
13/03/2022,Westminster,Gravel,1.272,-2.1624
13/03/2022,Westminster,Road,75.057,-56.9576
13/03/2022,Westminster,Mountain,97.184,39.894
13/03/2022,Notting Hill,Road,386.68,-5.524
13/03/2022,Notting Hill,Mountain,915.14,102.95
13/03/2022,Fulham,Road,28.28,7.3528
13/03/2022,Fulham,Mountain,455.64,132.6916
13/03/2022,Stratford,Road,449.1,-643.71
13/03/2022,Brixton,Gravel,70.08,24.528
13/03/2022,Brixton,Road,41.24,13.9185
13/03/2022,Richmond,Road,539.91,-116.9805
13/03/2022,Richmond,Mountain,203.184,15.2388
13/03/2022,Peckham,Road,678.64,-166.508
13/03/2022,Croydon,Road,4912.59,196.5036
13/03/2022,Tottenham,Gravel,557.585,0
14/03/2022,Chelsea,Gravel,145.544,16.3737
14/03/2022,Westminster,Road,41.904,14.1426
14/03/2022,Shoreditch,Gravel,241.332,-14.196
14/03/2022,Notting Hill,Road,196.784,-22.1382
14/03/2022,Fulham,Gravel,21.88,6.2905
14/03/2022,Fulham,Road,16.74,4.3524
14/03/2022,Brixton,Gravel,5.184,1.8792
15/03/2022,Wimbledon,Mountain,83.976,-13.6461
15/03/2022,Westminster,Road,26.93,-34.1704
15/03/2022,Notting Hill,Road,1880.462,-58.929
15/03/2022,Brixton,Mountain,365.44,168.1024
17/03/2022,Dulwich,Gravel,901.95,297.6435
17/03/2022,Chelsea,Gravel,39.68,10.3168
17/03/2022,Westminster,Gravel,32.54,15.9446
17/03/2022,Soho,Gravel,199.9,89.955
17/03/2022,Fulham,Gravel,971.5,252.59
17/03/2022,Richmond,Gravel,214.764,42.2542
18/03/2022,Dulwich,Gravel,871.8,87.18
18/03/2022,Tottenham,Gravel,189.882,-94.941
19/03/2022,Westminster,Road,31.086,-20.724
19/03/2022,Shoreditch,Gravel,144.588,-197.6036
19/03/2022,Fulham,Gravel,35.3,13.7996
20/03/2022,Westminster,Gravel,16.821,-12.8961
20/03/2022,Fulham,Road,86.45,38.038
20/03/2022,Brixton,Gravel,31.104,10.8864
20/03/2022,Richmond,Gravel,96.776,-19.2368
20/03/2022,Tottenham,Mountain,697.16,146.4036
21/03/2022,Chelsea,Gravel,13.392,1.5066
21/03/2022,Chelsea,Road,1.344,0.504
21/03/2022,Westminster,Gravel,3.168,-4.752
21/03/2022,Notting Hill,Gravel,528.43,0
21/03/2022,Tottenham,Road,99.372,-1.4196
22/03/2022,Wimbledon,Road,58.58,19.3314
22/03/2022,Notting Hill,Gravel,167.888,14.6902
24/03/2022,Chelsea,Gravel,18.656,1.6324
24/03/2022,Shoreditch,Gravel,301.47,-241.176
24/03/2022,Brixton,Road,22.48,10.3408
24/03/2022,Richmond,Road,403.168,25.198
25/03/2022,Wimbledon,Gravel,1287.45,244.6155
25/03/2022,Chelsea,Road,59.52,17.856
26/03/2022,Wimbledon,Gravel,119.976,-17.9964
26/03/2022,Westminster,Gravel,17.04,5.538
26/03/2022,Brixton,Gravel,17.64,8.6436
26/03/2022,Peckham,Gravel,67.64,5.9185
26/03/2022,Peckham,Road,459.95,18.398
27/03/2022,Westminster,Road,32.54,15.9446
27/03/2022,Fulham,Road,60.16,19.8808
28/03/2022,Brixton,Gravel,5.98,2.9302
28/03/2022,Peckham,Gravel,87.92,0.8792
28/03/2022,Peckham,Road,31.4,7.85
29/03/2022,Westminster,Gravel,71.128,24.2939
29/03/2022,Shoreditch,Gravel,299.975,-167.986
29/03/2022,Notting Hill,Mountain,844.116,-36.1764
29/03/2022,Fulham,Gravel,414,124.2
29/03/2022,Brixton,Gravel,13.48,6.74
29/03/2022,Brixton,Mountain,45.528,15.9348
29/03/2022,Richmond,Gravel,158.376,-36.9544
29/03/2022,Richmond,Mountain,812.736,60.9552
30/03/2022,Brixton,Road,11.34,5.5566
31/03/2022,Wimbledon,Gravel,31.984,1.1994
31/03/2022,Notting Hill,Gravel,327.996,54.666
31/03/2022,Richmond,Gravel,280.782,-60.8361
01/04/2022,Dulwich,Road,30.144,3.0144
01/04/2022,Chelsea,Gravel,451.76,120.3916
01/04/2022,Westminster,Gravel,3.592,1.1225
01/04/2022,Westminster,Road,14.352,4.6644
01/04/2022,Notting Hill,Gravel,1317.492,292.776
01/04/2022,Mayfair,Road,31.56,9.8625
01/04/2022,Fulham,Mountain,7.04,3.0976
01/04/2022,Whitechapel,Road,20.7,9.936
01/04/2022,Richmond,Gravel,35.12,9.1312
01/04/2022,Richmond,Road,12.99,0.2598
01/04/2022,Peckham,Gravel,161.94,9.7164
01/04/2022,Croydon,Gravel,63.84,18.5136
01/04/2022,Croydon,Road,10.95,3.285
02/04/2022,Notting Hill,Road,1454.9,378.274
03/04/2022,Westminster,Gravel,99.846,-83.205
03/04/2022,Fulham,Gravel,71.12,22.0472
03/04/2022,Brixton,Mountain,10.272,3.21
03/04/2022,Richmond,Gravel,259.96,124.7808
04/04/2022,Wimbledon,Mountain,89.97,37.7874
04/04/2022,Westminster,Gravel,588.784,183.995
04/04/2022,Fulham,Mountain,82.64,7.4376
04/04/2022,Brixton,Mountain,27.81,13.0707
04/04/2022,Richmond,Mountain,149.97,5.9988
04/04/2022,Peckham,Mountain,31.02,8.0652
05/04/2022,Richmond,Gravel,118.782,-27.7158
05/04/2022,Peckham,Mountain,158.368,13.8572
05/04/2022,Croydon,Gravel,769.184,-163.4516
06/04/2022,Richmond,Mountain,1294.75,336.635
07/04/2022,Dulwich,Gravel,33.528,2.5146
07/04/2022,Chelsea,Gravel,3.64,0.9828
07/04/2022,Notting Hill,Road,658.746,146.388
07/04/2022,Covent Garden,Road,1199.976,374.9925
07/04/2022,Brixton,Road,37.94,18.2112
07/04/2022,Peckham,Gravel,36.744,3.6744
08/04/2022,Wimbledon,Gravel,431.928,64.7892
08/04/2022,Chelsea,Gravel,17.04,6.9864
08/04/2022,Westminster,Gravel,1088.792,-1850.9464
08/04/2022,Westminster,Mountain,121.104,-100.92
08/04/2022,Shoreditch,Gravel,743.604,83.8662
08/04/2022,Notting Hill,Gravel,95.984,-4.1136
08/04/2022,Soho,Gravel,26.18,12.4012
08/04/2022,Soho,Mountain,8.872,3.2161
08/04/2022,Mayfair,Mountain,30,14.4
08/04/2022,Fulham,Gravel,24.7,10.374
08/04/2022,Fulham,Mountain,159.92,31.984
08/04/2022,Brixton,Gravel,67.4,31.664
08/04/2022,Brixton,Mountain,25.92,12.7008
08/04/2022,Peckham,Gravel,64.96,2.5984
09/04/2022,Westminster,Road,35.352,12.8151
09/04/2022,Westminster,Mountain,5.28,2.4288
09/04/2022,Shoreditch,Gravel,556.665,6.549
09/04/2022,Richmond,Mountain,517.9,134.654
10/04/2022,Dulwich,Gravel,113.76,44.3664
10/04/2022,Chelsea,Road,13.568,3.2224
10/04/2022,Westminster,Gravel,48.032,15.6104
10/04/2022,Westminster,Road,32.104,1.5904
10/04/2022,Brixton,Road,12.96,6.2208
10/04/2022,Peckham,Gravel,730.17,87.1578
12/04/2022,Westminster,Gravel,49.832,18.3568
12/04/2022,Notting Hill,Gravel,832.64,-68.3554
12/04/2022,Soho,Gravel,63.9,28.755
12/04/2022,Brixton,Gravel,60.43,29.4163
12/04/2022,Brixton,Road,10.272,3.4668
12/04/2022,Peckham,Road,181.536,-27.87
12/04/2022,Tottenham,Gravel,343.92,75.6624
13/04/2022,Soho,Gravel,6.12,2.8764
14/04/2022,Westminster,Gravel,25.06,11.7782
14/04/2022,Notting Hill,Gravel,1317.336,143.4028
14/04/2022,Peckham,Gravel,124.176,16.4776
15/04/2022,Wimbledon,Mountain,700.704,131.382
15/04/2022,Chelsea,Road,33.488,5.8604
15/04/2022,Westminster,Mountain,189.588,-145.3508
15/04/2022,Notting Hill,Gravel,1121.568,0
15/04/2022,Mayfair,Road,8.04,2.9145
15/04/2022,Brixton,Mountain,143.7,68.976
15/04/2022,Peckham,Mountain,4.768,-0.7748
16/04/2022,Wimbledon,Gravel,35.168,8.3524
16/04/2022,Chelsea,Gravel,12.84,3.7236
16/04/2022,Westminster,Road,25.3,11.891
16/04/2022,Fulham,Road,9.96,3.2868
16/04/2022,Stratford,Road,9099.93,2365.9818
16/04/2022,Brixton,Gravel,123.088,40.0036
16/04/2022,Croydon,Gravel,28.8,0.864
17/04/2022,Shoreditch,Gravel,336.619,38.0812
17/04/2022,Mayfair,Mountain,29.05,9.0055
17/04/2022,Fulham,Road,79.12,13.846
17/04/2022,Fulham,Mountain,18.624,6.2856
17/04/2022,Richmond,Mountain,36.792,4.1391
18/04/2022,Dulwich,Gravel,203.92,55.0584
18/04/2022,Chelsea,Road,6.99,2.0271
18/04/2022,Notting Hill,Road,344.372,-93.4724
18/04/2022,Fulham,Road,127.88,-67.137
18/04/2022,Brixton,Mountain,9.664,3.2616
18/04/2022,Richmond,Gravel,29.56,7.9812
18/04/2022,Peckham,Road,1554.936,77.7468
18/04/2022,Peckham,Mountain,230.376,-48.9549
18/04/2022,Croydon,Road,6.84,1.8468
19/04/2022,Chelsea,Gravel,153.9,42.2228
19/04/2022,Westminster,Gravel,24.456,8.4866
19/04/2022,Brixton,Gravel,22.72,10.224
19/04/2022,Brixton,Mountain,419.4,146.79
19/04/2022,Richmond,Gravel,65.94,13.7664
19/04/2022,Peckham,Gravel,459.88,13.7964
19/04/2022,Croydon,Gravel,62.66,17.6224
19/04/2022,Tottenham,Mountain,205.176,-58.1332
21/04/2022,Dulwich,Road,48.792,-126.8592
21/04/2022,Chelsea,Gravel,15.48,4.4892
21/04/2022,Westminster,Gravel,8.32,2.808
21/04/2022,Westminster,Road,44.848,-67.272
21/04/2022,Brixton,Gravel,51.84,24.8832
21/04/2022,Peckham,Road,102.336,-12.792
22/04/2022,Dulwich,Mountain,78.272,5.8704
22/04/2022,Chelsea,Gravel,35.01,9.1602
22/04/2022,Westminster,Mountain,28.485,-20.889
22/04/2022,Fulham,Gravel,31.56,10.4148
22/04/2022,Fulham,Mountain,110.18,15.73
22/04/2022,Peckham,Mountain,23.952,2.3952
22/04/2022,Croydon,Mountain,185.376,-34.758
22/04/2022,Tottenham,Mountain,1272.63,-814.4832
23/04/2022,Wimbledon,Road,99.99,34.9965
23/04/2022,Westminster,Gravel,18.088,6.5569
23/04/2022,Westminster,Road,251.52,81.744
23/04/2022,Soho,Gravel,71.97,35.985
23/04/2022,Brixton,Gravel,186.64,67.2816
23/04/2022,Brixton,Road,36.24,11.325
23/04/2022,Peckham,Gravel,55.92,6.291
24/04/2022,Wimbledon,Mountain,258.696,64.674
24/04/2022,Westminster,Gravel,3.984,1.3944
24/04/2022,Westminster,Mountain,3.108,-2.1756
24/04/2022,Notting Hill,Mountain,1325.76,149.148
24/04/2022,Brixton,Mountain,15.552,5.4432
25/04/2022,Westminster,Gravel,25.62,-17.2432
25/04/2022,Richmond,Gravel,82.8,-20.7
26/04/2022,Notting Hill,Mountain,434.646,62.7822
28/04/2022,Notting Hill,Road,41.568,2.598
28/04/2022,Fulham,Gravel,30.344,-31.8612
28/04/2022,Whitechapel,Road,15.712,5.6956
28/04/2022,Brixton,Mountain,29.472,9.9468
28/04/2022,Richmond,Road,369.576,41.5773
30/04/2022,Westminster,Gravel,7.712,2.7956
30/04/2022,Fulham,Road,111.888,22.3776
30/04/2022,Fulham,Mountain,22.608,-10.1736
01/05/2022,Chelsea,Gravel,11.16,4.3524
01/05/2022,Westminster,Gravel,2.742,-2.0108
01/05/2022,Whitechapel,Gravel,3.984,1.2948
01/05/2022,Brixton,Gravel,129.36,63.192
01/05/2022,Tottenham,Gravel,370.62,-142.071
02/05/2022,Chelsea,Gravel,86.352,5.397
02/05/2022,Westminster,Gravel,45.576,15.9516
02/05/2022,Westminster,Road,90.48,33.93
02/05/2022,Notting Hill,Gravel,553.8,-98.3322
02/05/2022,Fulham,Road,227.26,87.7522
02/05/2022,Whitechapel,Gravel,5.04,1.764
02/05/2022,Brixton,Road,13.08,6.0168
02/05/2022,Peckham,Gravel,76.548,5.628
03/05/2022,Wimbledon,Gravel,564.496,-40.8093
03/05/2022,Dulwich,Gravel,26.406,-71.2962
03/05/2022,Chelsea,Gravel,27.384,2.7384
03/05/2022,Westminster,Gravel,2.182,-3.6003
03/05/2022,Fulham,Gravel,51.968,10.3936
03/05/2022,Whitechapel,Gravel,6,2.1
03/05/2022,Stratford,Gravel,224.937,-164.9538
03/05/2022,Peckham,Gravel,195.64,-44.019
05/05/2022,Westminster,Gravel,6.72,2.352
05/05/2022,Westminster,Road,5.728,2.0048
05/05/2022,Fulham,Gravel,16.72,3.344
05/05/2022,Brixton,Gravel,79.14,36.4044
05/05/2022,Brixton,Road,14.352,5.2026
05/05/2022,Brixton,Mountain,93.248,31.4712
05/05/2022,Richmond,Mountain,423.648,41.5062
05/05/2022,Peckham,Mountain,5.98,1.0166
05/05/2022,Tottenham,Gravel,369.864,5.6922
05/05/2022,Tottenham,Road,1685.88,320.3172
06/05/2022,Wimbledon,Gravel,26.176,-3.272
06/05/2022,Dulwich,Mountain,54.48,15.2544
06/05/2022,Westminster,Gravel,3.208,-5.2932
06/05/2022,Mayfair,Mountain,7.216,1.7138
06/05/2022,Fulham,Gravel,41.6,14.144
06/05/2022,Fulham,Mountain,54.712,11.6263
06/05/2022,Brixton,Mountain,49.568,15.49
07/05/2022,Wimbledon,Gravel,199.95,21.9945
07/05/2022,Chelsea,Gravel,6.48,3.11
07/05/2022,Westminster,Gravel,93.972,24.7766
07/05/2022,Notting Hill,Gravel,480.444,75.9952
07/05/2022,Fulham,Gravel,63.68,28.0192
07/05/2022,Whitechapel,Gravel,44.4,22.2
07/05/2022,Stratford,Gravel,3999.95,1159.9855
07/05/2022,Tottenham,Gravel,2.21,0.6
08/05/2022,Wimbledon,Gravel,58.112,7.264
08/05/2022,Fulham,Road,211.96,42.392
08/05/2022,Brixton,Gravel,38.996,15.4426
08/05/2022,Peckham,Gravel,1031.176,89.5999
09/05/2022,Wimbledon,Gravel,93.98,13.1572
09/05/2022,Dulwich,Road,48.784,-131.7168
09/05/2022,Chelsea,Gravel,107.22,19.1138
09/05/2022,Chelsea,Mountain,8,3.44
09/05/2022,Westminster,Road,31.712,-48.2272
09/05/2022,Soho,Gravel,9.344,3.504
09/05/2022,Brixton,Road,108.68,41.242
09/05/2022,Richmond,Gravel,19.136,1.9136
09/05/2022,Peckham,Road,856.656,107.082
10/05/2022,Soho,Gravel,7.072,2.3868
10/05/2022,Brixton,Gravel,11.96,5.8604
10/05/2022,Richmond,Mountain,743.988,-123.998
11/05/2022,Brixton,Gravel,5.98,2.691
12/05/2022,Wimbledon,Gravel,120,46.8
12/05/2022,Dulwich,Gravel,8.67,2.3409
12/05/2022,Chelsea,Road,10.96,2.9592
12/05/2022,Soho,Gravel,54.9,26.901
12/05/2022,Fulham,Road,10.02,4.4088
12/05/2022,Richmond,Road,631.96,303.3408
12/05/2022,Peckham,Road,82.368,-19.5624
14/05/2022,Wimbledon,Road,185.528,48.7011
14/05/2022,Chelsea,Road,4.768,0.4172
14/05/2022,Westminster,Road,81.354,-61.579
14/05/2022,Fulham,Gravel,79.384,29.769
14/05/2022,Fulham,Road,30.192,8.3028
14/05/2022,Brixton,Road,31.104,10.8864
14/05/2022,Richmond,Road,43.6,4.36
15/05/2022,Chelsea,Mountain,100.3,27.9172
15/05/2022,Westminster,Gravel,21.54,-0.6988
15/05/2022,Westminster,Mountain,511.84,240.5648
15/05/2022,Brixton,Gravel,15.232,5.5216
16/05/2022,Fulham,Gravel,282.84,19.7988
16/05/2022,Whitechapel,Gravel,27.72,13.3056
16/05/2022,Brixton,Gravel,17.34,8.4966
16/05/2022,Peckham,Gravel,552.56,0
17/05/2022,Westminster,Gravel,2.89,-4.7685
17/05/2022,Westminster,Road,29.97,-23.7792
17/05/2022,Mayfair,Gravel,7.896,2.4675
17/05/2022,Fulham,Gravel,195.848,7.1504
17/05/2022,Whitechapel,Gravel,14.62,6.8714
17/05/2022,Brixton,Gravel,30.528,9.54
17/05/2022,Croydon,Gravel,65.17,18.8993
18/05/2022,Brixton,Gravel,17.94,8.7906
18/05/2022,Peckham,Gravel,104.28,26.07
19/05/2022,Dulwich,Gravel,242.9,70.441
19/05/2022,Dulwich,Road,87.84,23.7168
19/05/2022,Chelsea,Road,21.4,6.206
19/05/2022,Westminster,Gravel,47.744,14.92
19/05/2022,Westminster,Road,9.584,3.3544
19/05/2022,Notting Hill,Gravel,641.96,179.7488
19/05/2022,Fulham,Gravel,75.68,27.412
19/05/2022,Peckham,Gravel,454.9,0
20/05/2022,Westminster,Gravel,2.694,-2.245
20/05/2022,Westminster,Mountain,56.059,-27.4952
20/05/2022,Fulham,Mountain,1049.2,272.792
20/05/2022,Richmond,Gravel,1363.96,85.2475
21/05/2022,Wimbledon,Gravel,66.26,27.1666
21/05/2022,Westminster,Road,5.762,-9.1275
21/05/2022,Stratford,Road,2396.4,179.73
21/05/2022,Brixton,Road,194.616,85.8564
21/05/2022,Richmond,Gravel,55.176,-12.4146
22/05/2022,Wimbledon,Gravel,95.1,30.432
22/05/2022,Dulwich,Gravel,662.84,172.3384
22/05/2022,Soho,Gravel,26.88,12.9024
22/05/2022,Whitechapel,Gravel,14.73,7.2177
22/05/2022,Richmond,Gravel,602.98,161.0642
